STIM_END_TIME,PID,BLOCK_ID,STIM_ID,DELAY,MARKER,RES_TIME_STAMP,RES_DURATION,RES,RES_HAND,P_GENDER,VERSION,PNG_NAME,AUTHOR_GENDER,RELATIVE_START_TIME,RELATIVE_RES_TIME
955668874.196037,301,0,12,5609.03327419955,STIMEND,955667303.047343,28428.85130596161,50 ,R,M,2,12.png,C,261466.94653511047,289895.7978410721
955702494.501266,301,0,16,3570.3612153513077,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,295087.25176405907,NA
955736237.84264,301,0,0,3705.670913667503,STIMEND,NA,NA,NA ,NA,M,2,0.png,F,328830.5931380987,NA
955773020.510185,301,0,4,6742.646675454216,STIMEND,955767416.135778,24395.625592947006,55 ,L,M,2,4.png,F,365613.2606830597,390008.8862760067
955810163.983279,301,0,10,7106.749057556629,STIMEND,955800552.610407,20388.627128005028,55 ,L,M,2,10.png,C,402756.7337770462,423145.36090505123
955843858.817837,301,0,8,3654.924399043382,STIMEND,955834966.347338,21107.529500961304,55 ,L,M,2,8.png,M,436451.5683350563,457559.0978360176
955877445.627978,301,0,11,3540.8479241282603,STIMEND,955863240.711991,15795.08401298523,55 ,L,M,2,11.png,C,470038.3784760237,485833.4624890089
955910265.546039,301,0,9,2782.8509719038066,STIMEND,955909457.538988,29191.99294900894,55 ,L,M,2,9.png,M,502858.29653704166,532050.2894860506
955946193.962073,301,0,2,5887.248519125361,STIMEND,955938360.71511,22166.75303697586,55 ,L,M,2,2.png,F,538786.7125710249,560953.4656080008
955983072.179863,301,0,1,6841.081401474252,STIMEND,955967810.80455,14738.624687075615,55 ,L,M,2,1.png,F,575664.9303610325,590403.5550481081
651397996.458164,302,0,15,15010.554745512756,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,15010.554745554924,NA
651434965.041607,302,0,6,6932.229670674515,STIMEND,651426622.15352,21657.111912965775,55 ,L,M,2,6.png,M,51979.13818860054,73636.25010156631
651468862.830505,302,0,2,3857.6174926759104,STIMEND,651457941.817574,19078.987069010735,55 ,L,M,2,2.png,F,85876.92708659172,104955.91415560246
651504679.293952,302,0,1,5772.1459903458435,STIMEND,651483933.835058,9254.541105985641,55 ,L,M,2,1.png,F,121693.39053356647,130947.93163955212
651540916.927905,302,0,11,6186.698893739398,STIMEND,651539282.183903,28365.255998015404,55 ,L,M,2,11.png,C,157931.02448654175,186296.28048455715
651574362.702337,302,0,7,3414.651183653361,STIMEND,651563473.985387,19111.283049941063,55 ,L,M,2,7.png,M,191376.79891860485,210488.0819685459
651607404.291094,302,0,4,3005.5404527642845,STIMEND,651597359.007087,19954.71599304676,55 ,L,M,2,4.png,F,224418.38767552376,244373.10366857052
651640802.003979,302,0,9,3364.3534726478006,STIMEND,651635940.012672,25138.008692979813,50 ,R,M,2,9.png,M,257816.10056054592,282954.10925352573
651674032.012734,302,0,16,3196.6695821137832,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,291046.1093156338,NA
651707726.140117,302,0,12,3657.0053194769953,STIMEND,651692359.228747,14633.088629961014,55 ,L,M,2,12.png,C,324740.2366986275,339373.3253285885
651744091.312335,302,0,13,6326.867111182627,STIMEND,651729986.39277,15895.080435037613,55 ,L,M,2,13.png,C,361105.4089165926,377000.4893516302
651781232.609023,302,0,0,7106.303947342874,STIMEND,651770428.311049,19195.70202600956,55 ,L,M,2,0.png,F,398246.7056045532,417442.4076305628
651816129.219159,302,0,5,4858.647580727697,STIMEND,651809654.176519,23524.95736002922,55 ,L,M,2,5.png,M,433143.3157405853,456668.27310061455
651851400.678516,302,0,10,5239.819971717005,STIMEND,651843163.028473,21762.34995698929,50 ,R,M,2,10.png,C,468414.77509760857,490177.12505459785
651887888.815434,302,0,14,6447.905318203727,STIMEND,651878715.73627,20826.920835971832,55 ,L,M,2,14.png,C,504902.9120155573,525729.8328515291
651924642.508464,302,0,3,6708.890482954947,STIMEND,651914376.6114,19734.102936029434,55 ,L,M,2,3.png,F,541656.605045557,561390.7079815865
651958587.438981,302,0,8,3914.098784266465,STIMEND,651949039.248987,20451.810005903244,55 ,L,M,2,8.png,M,575601.5355626345,596053.3455685377
650726979.610378,302,1,15,15010.554745512756,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,15010.554745554924,NA
650763963.090504,302,1,6,6932.229670674515,STIMEND,650751965.440816,18002.350311994553,55 ,L,M,2,21.png,M,51994.03487157822,69996.38518357277
650797860.765105,302,1,2,3857.6174926759104,STIMEND,650791200.103589,23339.338484048843,50 ,R,M,2,17.png,F,85891.70947253704,109231.04795658588
650833679.572483,302,1,1,5772.1459903458435,STIMEND,650818630.602381,14951.029898047447,55 ,L,M,2,16.png,F,121710.5168504715,136661.54674851894
650869916.806949,302,1,11,6186.698893739398,STIMEND,650862832.83268,22916.02573096752,55 ,L,M,2,26.png,C,157947.7513165474,180863.77704751492
650903377.486664,302,1,7,3414.651183653361,STIMEND,650894709.402745,21331.91608095169,55 ,L,M,2,22.png,M,191408.43103158474,212740.34711253643
650936419.47574,302,1,4,3005.5404527642845,STIMEND,NA,NA,NA ,NA,M,2,19.png,F,224450.42010748386,NA
650969832.950307,302,1,9,3364.3534726478006,STIMEND,650962671.532263,22838.58195602894,50 ,R,M,2,24.png,M,257863.89467453957,280702.4766305685
651003086.193083,302,1,16,3196.6695821137832,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,291117.1374505758,NA
651036788.598157,302,1,12,3657.0053194769953,STIMEND,651029548.300684,22759.702526926994,55 ,L,M,2,27.png,C,324819.5425245762,347579.2450515032
651073152.360521,302,1,13,6326.867111182627,STIMEND,651060544.967469,17392.606948018074,55 ,L,M,2,28.png,C,361183.30488848686,378575.91183650494
651110294.162393,302,1,0,7106.303947342874,STIMEND,651102859.634059,22565.47166597843,50 ,R,M,2,15.png,F,398325.10676050186,420890.5784264803
651145189.603199,302,1,5,4858.647580727697,STIMEND,651143520.823785,28331.22058594227,55 ,L,M,2,20.png,M,433220.5475665331,461551.76815247536
651180460.782638,302,1,10,5239.819971717005,STIMEND,651180204.532062,29743.749424099922,50 ,R,M,2,25.png,C,468491.7270054817,498235.47642958164
651216953.075879,302,1,14,6447.905318203727,STIMEND,651198640.564296,11687.48841702938,55 ,L,M,2,29.png,C,504984.02024650574,516671.5086635351
651253702.705244,302,1,3,6708.890482954947,STIMEND,651250147.153603,26444.448359012604,50 ,R,M,2,18.png,F,541733.6496114731,568178.0979704857
651287648.014441,302,1,8,3914.098784266465,STIMEND,651286556.026308,28908.011866927147,55 ,L,M,2,23.png,M,575678.9588085413,604586.9706754684
649335613.967932,302,2,15,15010.554745512756,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,15010.554745554924,NA
649372583.185283,302,2,6,6932.229670674515,STIMEND,NA,NA,NA ,NA,M,2,36.png,M,51979.7720965147,NA
649406479.296337,302,2,2,3857.6174926759104,STIMEND,NA,NA,NA ,NA,M,2,32.png,F,85875.88315057755,NA
649442300.681235,302,2,1,5772.1459903458435,STIMEND,NA,NA,NA ,NA,M,2,31.png,F,121697.26804852486,NA
649478522.80152,302,2,11,6186.698893739398,STIMEND,649469161.107886,20638.306365966797,55 ,L,M,2,41.png,C,157919.38833355904,178557.69469952583
649511999.42546,302,2,7,3414.651183653361,STIMEND,NA,NA,NA ,NA,M,2,37.png,M,191396.01227355003,NA
649545053.005192,302,2,4,3005.5404527642845,STIMEND,649536673.460063,21620.454870939255,55 ,L,M,2,34.png,F,224449.59200561047,246070.04687654972
649578453.679825,302,2,9,3364.3534726478006,STIMEND,649569059.380607,20605.700782060623,55 ,L,M,2,39.png,M,257850.26663851738,278455.967420578
649611695.735315,302,2,16,3196.6695821137832,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,291092.3221285343,NA
649645392.848305,302,2,12,3657.0053194769953,STIMEND,649637766.055193,22373.206887960434,55 ,L,M,2,42.png,C,324789.435118556,347162.64200651646
649681753.012516,302,2,13,6326.867111182627,STIMEND,649677572.413575,25819.401059031487,55 ,L,M,2,43.png,C,361149.5993295908,386969.0003886223
649718898.832833,302,2,0,7106.303947342874,STIMEND,649710211.384919,21312.552085995674,55 ,L,M,2,30.png,F,398295.41964662075,419607.9717326164
649753794.891456,302,2,5,4858.647580727697,STIMEND,NA,NA,NA ,NA,M,2,35.png,M,433191.478269577,NA
649789065.806513,302,2,10,5239.819971717005,STIMEND,649779754.318892,20688.512379050255,55 ,L,M,2,40.png,C,468462.3933265209,489150.9057055712
649825553.983101,302,2,14,6447.905318203727,STIMEND,649817708.775219,22154.7921179533,55 ,L,M,2,44.png,C,504950.5699145794,527105.3620325327
649862307.933578,302,2,3,6708.890482954947,STIMEND,649857205.984639,24898.051061034203,55 ,L,M,2,33.png,F,541704.5203915834,566602.5714526176
649896268.132523,302,2,8,3914.098784266465,STIMEND,649889088.242115,22820.109592080116,55 ,L,M,2,38.png,M,575664.7193365097,598484.8289285898
650024939.579618,302,3,15,15010.554745512756,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,15010.554745554924,NA
650061917.78042,302,3,6,6932.229670674515,STIMEND,650049066.254825,17148.474405050278,55 ,L,M,2,51.png,M,51988.7555475235,69137.22995257378
650095816.296438,302,3,2,3857.6174926759104,STIMEND,650085062.349568,19246.053130030632,55 ,L,M,2,47.png,F,85887.27156555653,105133.32469558716
650131635.82955,302,3,1,5772.1459903458435,STIMEND,650121486.26266,19850.433109998703,55 ,L,M,2,46.png,F,121706.80467760563,141557.23778760433
650167857.914603,302,3,11,6186.698893739398,STIMEND,NA,NA,NA ,NA,M,2,56.png,C,157928.8897305727,NA
650201317.245496,302,3,7,3414.651183653361,STIMEND,650191802.489743,20485.244246959686,55 ,L,M,2,52.png,M,191388.2206236124,211873.4648705721
650234356.407374,302,3,4,3005.5404527642845,STIMEND,650232014.006715,27657.59934103489,55 ,L,M,2,49.png,F,224427.38250160217,252084.98184263706
650267757.426009,302,3,9,3364.3534726478006,STIMEND,650258198.64047,20441.21446096897,55 ,L,M,2,54.png,M,257828.40113663673,278269.6155976057
650301001.836805,302,3,16,3196.6695821137832,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,291072.8119325638,NA
650334697.432301,302,3,12,3657.0053194769953,STIMEND,650327394.278133,22696.845831990242,55 ,L,M,2,57.png,C,324768.40742862225,347465.2532606125
650371057.461408,302,3,13,6326.867111182627,STIMEND,650370949.167292,29891.705883979797,55 ,L,M,2,58.png,C,361128.43653559685,391020.14241957664
650408204.013562,302,3,0,7106.303947342874,STIMEND,650400097.104611,21893.091049075127,55 ,L,M,2,45.png,F,398274.9886895418,420168.07973861694
650443098.606014,302,3,5,4858.647580727697,STIMEND,650439144.570812,26045.964797973633,50 ,R,M,2,50.png,M,433169.5811415911,459215.5459395647
650478371.716027,302,3,10,5239.819971717005,STIMEND,NA,NA,NA ,NA,M,2,55.png,C,468442.6911545992,NA
650514859.469548,302,3,14,6447.905318203727,STIMEND,650506980.182421,22120.712872982025,55 ,L,M,2,59.png,C,504930.44467556477,527051.1575485468
650551612.690685,302,3,3,6708.890482954947,STIMEND,650539301.88663,17689.19594502449,55 ,L,M,2,48.png,F,541683.6658126116,559372.8617576361
650585571.994391,302,3,8,3914.098784266465,STIMEND,650583634.166133,28062.171742081642,50 ,R,M,2,53.png,M,575642.9695185423,603705.1412606239
208177890.188668,305,0,15,14989.082488261463,STIMEND,NA,NA,NA ,NA,M,1,N/A,N/A,14989.082488268614,NA
208212551.351762,305,0,6,4629.409234063134,STIMEND,208211685.43661,29134.0848480165,55 ,L,M,1,6.png,M,49650.24558225274,78784.33043026924
208246267.355743,305,0,0,3687.8500407420433,STIMEND,208239402.095583,23134.739840000868,50 ,R,M,1,0.png,F,83366.24956324697,106500.98940324783
208280927.179725,305,0,2,4620.987472025473,STIMEND,NA,NA,NA ,NA,M,1,2.png,F,118026.07354524732,NA
208315107.771176,305,0,12,4133.719266838002,STIMEND,208305218.16315,20110.391974002123,55 ,L,M,1,12.png,C,152206.66499626637,172317.0569702685
208351307.477775,305,0,11,6169.872528608364,STIMEND,208351301.177819,29993.70004400611,50 ,R,M,1,11.png,C,188406.37159526348,218400.0716392696
208389167.151506,305,0,4,7813.471755502152,STIMEND,208383909.363185,24742.21167898178,55 ,L,M,1,4.png,F,226266.0453262627,251008.2570052445
208423332.305857,305,0,8,4115.025451244118,STIMEND,208418816.543066,25484.237208992243,50 ,R,M,1,8.png,M,260431.19967725873,285915.436886251
208456023.835191,305,0,16,2653.6287039326244,STIMEND,NA,NA,NA ,NA,M,1,N/A,N/A,293122.7290112674,NA
208493461.976936,305,0,5,7372.323317553511,STIMEND,NA,NA,NA ,NA,M,1,5.png,M,330560.8707562685,NA
208526481.375054,305,0,9,2991.465919681198,STIMEND,208523121.282418,26639.90736401081,55 ,L,M,1,9.png,M,363580.2688742578,390220.1762382686
208561626.363108,305,0,3,5100.680162287102,STIMEND,208549694.99682,18068.633711993694,50 ,R,M,1,3.png,F,398725.2569282651,416793.8906402588
208598340.919506,305,0,14,6691.393491371915,STIMEND,208588711.966394,20371.046887993813,50 ,R,M,1,14.png,C,435439.8133262694,455810.8602142632
208633308.493692,305,0,10,4944.872884027928,STIMEND,208624967.844948,21659.351255983114,55 ,L,M,1,10.png,C,470407.38751226664,492066.73876824975
208669575.197496,305,0,13,6235.331045644115,STIMEND,208661291.721919,21716.524423003197,50 ,R,M,1,13.png,C,506674.09131625295,528390.6157392561
208703075.674105,305,0,7,3476.5698283056004,STIMEND,208696363.315715,23287.641609996557,55 ,L,M,1,7.png,M,540174.5679252446,563462.2095352411
208738497.828347,305,0,1,5374.316409911247,STIMEND,208735990.665611,27492.83726400137,50 ,R,M,1,1.png,F,575596.7221672535,603089.5594312549
206860368.148114,305,1,15,14989.082488261463,STIMEND,NA,NA,NA ,NA,M,1,N/A,N/A,14989.082488268614,NA
206895050.798584,305,1,6,4629.409234063134,STIMEND,NA,NA,NA ,NA,M,1,21.png,M,49671.732958287,NA
206928785.373969,305,1,0,3687.8500407420433,STIMEND,206914251.6329,15466.258931010962,50 ,R,M,1,15.png,F,83406.30834326148,98872.56727427244
206963447.534114,305,1,2,4620.987472025473,STIMEND,206953055.365213,19607.831099003553,55 ,L,M,1,17.png,F,118068.468488276,137676.29958727956
206997613.028861,305,1,12,4133.719266838002,STIMEND,206987955.453378,20342.424517005682,55 ,L,M,1,27.png,C,152233.96323525906,172576.38775226474
207033819.700673,305,1,11,6169.872528608364,STIMEND,207032541.514131,28721.813457995653,50 ,R,M,1,26.png,C,188440.63504728675,217162.4485052824
207071658.574477,305,1,4,7813.471755502152,STIMEND,207062133.219294,20474.64481702447,55 ,L,M,1,19.png,F,226279.50885125995,246754.15366828442
207105823.073559,305,1,8,4115.025451244118,STIMEND,207088401.258881,12578.185322016478,55 ,L,M,1,23.png,M,260444.007933259,273022.1932552755
207138517.944708,305,1,16,2653.6287039326244,STIMEND,NA,NA,NA ,NA,M,1,N/A,N/A,293138.8790822625,NA
207175931.055021,305,1,5,7372.323317553511,STIMEND,207166724.457558,20793.40253701806,55 ,L,M,1,20.png,M,330551.9893952608,351345.3919322789
207208961.246486,305,1,9,2991.465919681198,STIMEND,207205662.329649,26701.083162993193,50 ,R,M,1,24.png,M,363582.180860281,390283.2640232742
207244088.613027,305,1,3,5100.680162287102,STIMEND,207239907.164622,25818.551595002413,55 ,L,M,1,18.png,F,398709.5474012792,424528.0989962816
207280817.973172,305,1,14,6691.393491371915,STIMEND,207280412.662277,29594.689105004072,55 ,L,M,1,29.png,C,435438.9075462818,465033.5966512859
207315796.832571,305,1,10,4944.872884027928,STIMEND,NA,NA,NA ,NA,M,1,25.png,C,470417.7669452727,NA
207352073.458897,305,1,13,6235.331045644115,STIMEND,207344944.123776,22870.664878994226,55 ,L,M,1,28.png,C,506694.3932712674,529565.0581502616
207385567.210819,305,1,7,3476.5698283056004,STIMEND,207385538.260813,29971.04999399185,55 ,L,M,1,22.png,M,540188.1451932788,570159.1951872706
207420981.948761,305,1,1,5374.316409911247,STIMEND,207409057.971308,18076.022547006607,55 ,L,M,1,16.png,F,575602.8831352592,593678.9056822658
207519555.147993,305,2,15,14989.082488261463,STIMEND,NA,NA,NA ,NA,M,1,N/A,N/A,14989.082488268614,NA
207554215.406971,305,2,6,4629.409234063134,STIMEND,207551437.877362,27222.470391005278,55 ,L,M,1,36.png,M,49649.34146627784,76871.81185728312
207587933.276055,305,2,0,3687.8500407420433,STIMEND,207575966.978007,18033.70195198059,55 ,L,M,1,30.png,F,83367.21055027843,101400.91250225902
207622595.360464,305,2,2,4620.987472025473,STIMEND,NA,NA,NA ,NA,M,1,32.png,F,118029.29495927691,NA
