STIM_END_TIME,PID,BLOCK_ID,STIM_ID,DELAY,MARKER,RES_TIME_STAMP,RES_DURATION,RES,RES_HAND,P_GENDER,VERSION,PNG_NAME,AUTHOR_GENDER,RELATIVE_START_TIME,RELATIVE_RES_TIME
783263151.947707,320,2,5,5610.087939732779,STIMEND,783256535.811818,23383.864110946655,55 ,L,F,1,35.png,M,366555.8450745344,389939.7091854811
783300029.169283,320,2,11,6834.995713669145,STIMEND,783292499.561954,22470.392670989037,50 ,R,F,1,41.png,C,403433.06665050983,425903.45932149887
783333364.549603,320,2,1,3301.540465780841,STIMEND,783329402.427366,26037.877763032913,55 ,L,F,1,31.png,F,436768.4469704628,462806.3247334957
783367454.128669,320,2,9,4044.113059267757,STIMEND,NA,NA,NA ,NA,F,1,39.png,M,470858.02603650093,NA
783401662.086561,320,2,2,4166.123495097572,STIMEND,783395888.59134,24226.50477898121,55 ,L,F,1,32.png,F,505065.983928442,529292.4887074232
783436870.790712,320,2,12,5167.510240407041,STIMEND,783428819.684474,21948.893761992455,55 ,L,F,1,42.png,C,540274.6880794764,562223.5818414688
783472313.949656,320,2,14,5398.452984579347,STIMEND,783458413.352427,16099.402770996094,55 ,L,F,1,44.png,C,575717.8470234871,591817.2497944832
782181089.291659,320,3,15,13682.850263507547,STIMEND,NA,NA,NA ,NA,F,1,N/A,N/A,13682.850263476372,NA
782215591.429454,320,3,4,4461.759169601938,STIMEND,782206598.189892,21006.760438084602,55 ,L,F,1,49.png,F,48184.98805844784,69191.74849653244
782248629.702262,320,3,8,3005.8302442657055,STIMEND,782248006.20005,29376.497787952423,55 ,L,F,1,53.png,M,81223.26086652279,110599.75865447521
782284510.735028,320,3,6,5840.36711068708,STIMEND,782278254.208732,23743.473703980446,55 ,L,F,1,51.png,M,117104.29363250732,140847.76733648777
782321091.023866,320,3,7,6549.6285297558225,STIMEND,782319172.44097,28081.417103886604,50 ,R,F,1,52.png,M,153684.58247053623,181765.99957442284
782355583.665312,320,3,13,4448.964590040101,STIMEND,782345005.204114,19421.538801908493,55 ,L,F,1,58.png,C,188177.2239165306,207598.7627184391
782390137.007275,320,3,0,4510.667167977197,STIMEND,782384129.82932,23992.822044968605,55 ,L,F,1,45.png,F,222730.56587946415,246723.38792443275
782425952.762377,320,3,3,5771.4794172914335,STIMEND,782423597.32462,27644.56224298477,50 ,R,F,1,48.png,F,258546.32098150253,286190.8832244873
782461272.426322,320,3,16,5281.8154404483,STIMEND,NA,NA,NA ,NA,F,1,N/A,N/A,293865.9849264622,NA
782498228.417864,320,3,10,6923.81416789039,STIMEND,782488056.384146,19827.96628201008,55 ,L,F,1,55.png,C,330821.97646844387,350649.94275045395
782533873.274172,320,3,5,5610.087939732779,STIMEND,782524965.745337,21092.471165060997,55 ,L,F,1,50.png,M,366466.83277642727,387559.30394148827
782570749.590528,320,3,11,6834.995713669145,STIMEND,782569127.625221,28378.0346930027,55 ,L,F,1,56.png,C,403343.14913249016,431721.18382549286
782604088.612258,320,3,1,3301.540465780841,STIMEND,NA,NA,NA ,NA,F,1,46.png,F,436682.1708624363,NA
782638172.227634,320,3,9,4044.113059267757,STIMEND,782633867.345715,25695.118081092834,55 ,L,F,1,54.png,M,470765.78623843193,496460.90431952477
782672384.812886,320,3,2,4166.123495097572,STIMEND,NA,NA,NA ,NA,F,1,47.png,F,504978.3714904785,NA
782707593.229075,320,3,12,5167.510240407041,STIMEND,782695455.520206,17862.291131019592,55 ,L,F,1,57.png,C,540186.7876794338,558049.0788104534
782743035.436469,320,3,14,5398.452984579347,STIMEND,782735188.202287,22152.76581799984,55 ,L,F,1,59.png,C,575628.9950734377,597781.7608914375
7678071.317939,322,0,15,16302.347681726518,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,16302.347681726329,NA
7710944.784733,322,0,5,2833.429176743002,STIMEND,7701442.621259,20497.83652599994,55 ,L,M,2,5.png,M,49175.814475726336,69673.65100172628
7743721.177189,322,0,14,2729.747041738171,STIMEND,NA,NA,NA ,NA,M,2,14.png,C,81952.20693172608,NA
7777257.655802,322,0,11,3494.5012549205917,STIMEND,7777176.406993,29918.751190999523,55 ,L,M,2,11.png,C,115488.68554472644,145407.43673572596
7814061.56462,322,0,3,6753.828288614384,STIMEND,7799425.699637,15364.135017000139,55 ,L,M,2,3.png,F,152292.59436272644,167656.72937972657
7847629.601075,322,0,6,3528.0603687317202,STIMEND,7842840.503254,25210.902178999968,50 ,R,M,2,6.png,M,185860.63081772625,211071.53299672622
7883058.420876,322,0,9,5390.315531898341,STIMEND,7875755.641858,22697.22098200023,55 ,L,M,2,9.png,M,221289.4506187262,243986.67160072643
7919466.564427,322,0,0,6353.691449913881,STIMEND,7918780.470002,29313.90557500068,55 ,L,M,2,0.png,F,257697.59416972566,287011.49974472634
7954383.142018,322,0,16,4877.813612895242,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,292614.1717607258,NA
7991290.574953,322,0,4,6870.748868579424,STIMEND,7979432.755583,18142.180630000308,55 ,L,M,2,4.png,F,329521.6046957262,347663.7853257265
8028155.271888,322,0,8,6827.608347561311,STIMEND,NA,NA,NA ,NA,M,2,8.png,M,366386.3016307261,NA
8061347.645063,322,0,7,3162.113387650641,STIMEND,8060102.783678,28755.13861500006,55 ,L,M,2,7.png,M,399578.6748057259,428333.813420726
8094149.678232,322,0,2,2748.6448115284097,STIMEND,8086105.299616,21955.621383999474,55 ,L,M,2,2.png,F,432380.70797472633,454336.3293587258
8130175.923169,322,0,12,5987.916233096007,STIMEND,8124262.326753,24086.403583999723,55 ,L,M,2,12.png,C,468406.9529117262,492493.3564957259
8164073.094826,322,0,10,3868.5032236597413,STIMEND,8163355.743838,29282.6490120003,55 ,L,M,2,10.png,C,502304.12456872594,531586.7735807262
8200389.908059,322,0,13,6284.9905299218635,STIMEND,8197535.246582,27145.338522999547,50 ,R,M,2,13.png,C,538620.9378017262,565766.2763247257
8237410.12462,322,0,1,6985.7401908207385,STIMEND,8231016.535728,23606.411108000204,55 ,L,M,2,1.png,F,575641.154362726,599247.5654707262
8385373.60592,322,1,15,16302.347681726518,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,16302.347681726329,NA
8418251.723968,322,1,5,2833.429176743002,STIMEND,NA,NA,NA ,NA,M,2,20.png,M,49180.46572972555,NA
8451023.572255,322,1,14,2729.747041738171,STIMEND,8445483.901349,24460.32909400016,50 ,R,M,2,29.png,C,81952.3140167268,106412.64311072696
8484561.877968,322,1,11,3494.5012549205917,STIMEND,8481489.178467,26927.300498999655,50 ,R,M,2,26.png,C,115490.61972972658,142417.92022872623
8521346.629976,322,1,3,6753.828288614384,STIMEND,8521268.244716,29921.614739999175,55 ,L,M,2,18.png,F,152275.37173772696,182196.98647772614
8554920.750015,322,1,6,3528.0603687317202,STIMEND,8537445.479536,12524.729521000758,55 ,L,M,2,21.png,M,185849.4917767262,198374.22129772697
8590359.921534,322,1,9,5390.315531898341,STIMEND,NA,NA,NA ,NA,M,2,24.png,M,221288.6632957263,NA
8626739.010142,322,1,0,6353.691449913881,STIMEND,8622463.33385,25724.32370799966,55 ,L,M,2,15.png,F,257667.75190372672,283392.0756117264
8661654.240295,322,1,16,4877.813612895242,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,292582.9820567267,NA
8698564.686864,322,1,4,6870.748868579424,STIMEND,NA,NA,NA ,NA,M,2,19.png,F,329493.42862572614,NA
8735423.569314,322,1,8,6827.608347561311,STIMEND,8735252.424181,29828.854867000133,55 ,L,M,2,23.png,M,366352.3110757256,396181.1659427257
8768621.713418,322,1,7,3162.113387650641,STIMEND,8760274.293066,21652.57964800112,55 ,L,M,2,22.png,M,399550.4551797258,421203.0348277269
8801412.655262,322,1,2,2748.6448115284097,STIMEND,8791755.269835,20342.614573,55 ,L,M,2,17.png,F,432341.3970237272,452684.0115967272
8837432.810513,322,1,12,5987.916233096007,STIMEND,8826792.67573,19359.865217000246,55 ,L,M,2,27.png,C,468361.5522747254,487721.41749172565
8871330.301205,322,1,10,3868.5032236597413,STIMEND,8869943.126305,28612.825100000948,55 ,L,M,2,25.png,C,502259.04296672624,530871.8680667272
8907648.201377,322,1,13,6284.9905299218635,STIMEND,8887289.912193,9641.710815999657,55 ,L,M,2,28.png,C,538576.943138727,548218.6539547266
8944666.563928,322,1,1,6985.7401908207385,STIMEND,8934066.033608,19399.469680000097,50 ,R,M,2,16.png,F,575595.305689727,594994.775369727
6322113.534883,322,2,15,16302.347681726518,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,16302.347681726329,NA
6354993.001756,322,2,5,2833.429176743002,STIMEND,6352122.248426,27129.246669999324,55 ,L,M,2,35.png,M,49181.814554726705,76311.06122472603
6387767.266387,322,2,14,2729.747041738171,STIMEND,6387378.608945,29611.342558000237,55 ,L,M,2,44.png,C,81956.07918572612,111567.42174372636
6421292.598746,322,2,11,3494.5012549205917,STIMEND,6408016.56458,16723.965834000148,55 ,L,M,2,41.png,C,115481.41154472623,132205.37737872638
6458075.642391,322,2,3,6753.828288614384,STIMEND,6454426.10606,26350.463669000193,55 ,L,M,2,33.png,F,152264.45518972632,178614.9188587265
6491649.870346,322,2,6,3528.0603687317202,STIMEND,NA,NA,NA ,NA,M,2,36.png,M,185838.6831447268,NA
6527075.630461,322,2,9,5390.315531898341,STIMEND,6510194.988152,13119.357691000216,55 ,L,M,2,39.png,M,221264.44325972628,234383.8009507265
6563471.328592,322,2,0,6353.691449913881,STIMEND,6550458.1505,16986.821908000857,55 ,L,M,2,30.png,F,257660.14139072597,274646.9632987268
6598383.022449,322,2,16,4877.813612895242,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,292571.8352477262,NA
6635292.306621,322,2,4,6870.748868579424,STIMEND,6624433.018857,19140.712236000225,55 ,L,M,2,34.png,F,329481.11941972654,348621.83165572677
6672154.562521,322,2,8,6827.608347561311,STIMEND,6664837.018558,22682.45603699982,55 ,L,M,2,38.png,M,366343.37531972677,389025.8313567266
6705349.783985,322,2,7,3162.113387650641,STIMEND,6703774.197772,28424.41378699988,50 ,R,M,2,37.png,M,399538.5967837265,427963.01057072636
6738140.428433,322,2,2,2748.6448115284097,STIMEND,6737986.434904,29846.00647099968,55 ,L,M,2,32.png,F,432329.2412317265,462175.24770272616
6774162.371945,322,2,12,5987.916233096007,STIMEND,6763929.530138,19767.15819299966,55 ,L,M,2,42.png,C,468351.1847437266,488118.3429367263
6808074.736608,322,2,10,3868.5032236597413,STIMEND,6807733.380975,29658.644367000088,55 ,L,M,2,40.png,C,502263.5494067259,531922.193773726
6844395.112493,322,2,13,6284.9905299218635,STIMEND,NA,NA,NA ,NA,M,2,43.png,C,538583.9252917264,NA
6881426.576567,322,2,1,6985.7401908207385,STIMEND,6878633.528814,27206.9522470003,55 ,L,M,2,31.png,F,575615.3893657262,602822.3416127264
6999309.868255,322,3,15,16302.347681726518,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,16302.347681726329,NA
7032187.807643,322,3,5,2833.429176743002,STIMEND,7030814.551551,28626.74390800018,55 ,L,M,2,50.png,M,49180.287069726735,77807.03097772691
7064962.64626,322,3,14,2729.747041738171,STIMEND,7062060.833613,27098.187353000045,55 ,L,M,2,59.png,C,81955.12568672653,109053.31303972658
7098503.859631,322,3,11,3494.5012549205917,STIMEND,7090421.448702,21917.589070999995,55 ,L,M,2,56.png,C,115496.33905772679,137413.92812872678
7135302.357336,322,3,3,6753.828288614384,STIMEND,7134506.966755,29204.609419000335,50 ,R,M,2,48.png,F,152294.8367627263,181499.44618172664
7168875.799078,322,3,6,3528.0603687317202,STIMEND,NA,NA,NA ,NA,M,2,51.png,M,185868.27850472648,NA
7204302.654455,322,3,9,5390.315531898341,STIMEND,7194098.582957,19795.928501999937,55 ,L,M,2,54.png,M,221295.1338817263,241091.06238372624
7240712.263071,322,3,0,6353.691449913881,STIMEND,7231007.986974,20295.723903000355,55 ,L,M,2,45.png,F,257704.74249772634,278000.4664007267
7275626.886225,322,3,16,4877.813612895242,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,292619.3656517267,NA
7312534.715874,322,3,4,6870.748868579424,STIMEND,NA,NA,NA ,NA,M,2,49.png,F,329527.19530072715,NA
7349400.143815,322,3,8,6827.608347561311,STIMEND,NA,NA,NA ,NA,M,2,53.png,M,366392.6232417263,NA
7382608.311724,322,3,7,3162.113387650641,STIMEND,7379924.904407,27316.59268300049,55 ,L,M,2,52.png,M,399600.7911507264,426917.38383372687
7415402.03389,322,3,2,2748.6448115284097,STIMEND,7400174.156824,14772.122934000567,55 ,L,M,2,47.png,F,432394.5133167263,447166.6362507269
7451436.251653,322,3,12,5987.916233096007,STIMEND,NA,NA,NA ,NA,M,2,57.png,C,468428.7310797265,NA
7485351.987824,322,3,10,3868.5032236597413,STIMEND,NA,NA,NA ,NA,M,2,55.png,C,502344.4672507271,NA
7521681.47008,322,3,13,6284.9905299218635,STIMEND,7519465.938286,27784.468205999583,50 ,R,M,2,58.png,C,538673.949506727,566458.4177127266
7558700.922066,322,3,1,6985.7401908207385,STIMEND,7550681.385466,21980.463399999775,55 ,L,M,2,46.png,F,575693.401492727,597673.8648927268
269431186.050582,325,0,15,13917.254386053704,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,13917.25438606739,NA
269465279.674963,325,0,3,4044.366662316189,STIMEND,269462748.738153,27469.063189983368,50 ,R,M,2,3.png,F,48010.878767073154,75479.94195705652
269499640.659616,325,0,11,4326.955202580477,STIMEND,NA,NA,NA ,NA,M,2,11.png,C,82371.86342006922,NA
269534579.235695,325,0,8,4905.26097303614,STIMEND,NA,NA,NA ,NA,M,2,8.png,M,117310.43949908018,NA
269569832.797357,325,0,12,5202.921765472302,STIMEND,NA,NA,NA ,NA,M,2,12.png,C,152564.00116109848,NA
269604957.210127,325,0,10,5095.173712581914,STIMEND,269598580.740701,23623.530574023724,55 ,L,M,2,10.png,C,187688.41393107176,211311.94450509548
269642658.126835,325,0,13,7671.348027468977,STIMEND,NA,NA,NA ,NA,M,2,13.png,C,225389.3306390643,NA
269680067.320491,325,0,14,7372.019177030984,STIMEND,NA,NA,NA ,NA,M,2,14.png,C,262798.5242950916,NA
269713805.233146,325,0,16,3699.2642806831873,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,296536.43695008755,NA
269746660.781471,325,0,2,2828.785406691695,STIMEND,NA,NA,NA ,NA,M,2,2.png,F,329391.98527508974,NA
269780694.466961,325,0,7,4004.494183172371,STIMEND,269772437.218106,21742.75114494562,55 ,L,M,2,7.png,M,363425.6707651019,385168.42191004753
269819082.414655,325,0,5,8363.300321570085,STIMEND,269818637.539192,29555.12453699112,50 ,R,M,2,5.png,M,401813.6184591055,431368.7429960966
269854591.650534,325,0,6,5483.699477008611,STIMEND,269854189.087225,29597.43669104576,50 ,R,M,2,6.png,M,437322.8543380499,466920.29102909565
269891280.687547,325,0,9,6650.857666629391,STIMEND,269887096.565868,25815.878320991993,55 ,L,M,2,9.png,M,474011.8913511038,499827.7696720958
269925578.088007,325,0,1,4268.659439014334,STIMEND,269916299.94274,20721.85473304987,55 ,L,M,2,1.png,F,508309.291811049,529031.1465440989
269959309.429684,325,0,0,3695.498113491806,STIMEND,NA,NA,NA ,NA,M,2,0.png,F,542040.633488059,NA
269992810.092164,325,0,4,3470.141205197846,STIMEND,269988665.256261,25855.16409701109,55 ,L,M,2,4.png,F,575541.2959680557,601396.4600650668
270095239.83934,325,1,15,13917.254386053704,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,13917.25438606739,NA
270129347.362758,325,1,3,4044.366662316189,STIMEND,NA,NA,NA ,NA,M,2,18.png,F,48024.77780407667,NA
270163714.520847,325,1,11,4326.955202580477,STIMEND,NA,NA,NA ,NA,M,2,26.png,C,82391.93589311838,NA
270198653.481708,325,1,8,4905.26097303614,STIMEND,NA,NA,NA ,NA,M,2,23.png,M,117330.89675408602,NA
270233915.913609,325,1,12,5202.921765472302,STIMEND,270222873.709925,18957.796315968037,55 ,L,M,2,27.png,C,152593.3286551237,171551.12497109175
270269048.045878,325,1,10,5095.173712581914,STIMEND,270261797.859313,22749.813435018063,55 ,L,M,2,25.png,C,187725.46092408895,210475.27435910702
270306756.477349,325,1,13,7671.348027468977,STIMEND,270305880.873752,29124.39640301466,50 ,R,M,2,28.png,C,225433.89239507914,254558.2887980938
270344160.633605,325,1,14,7372.019177030984,STIMEND,270335241.592082,21080.958477020264,50 ,R,M,2,29.png,C,262838.0486510992,283919.00712811947
270377890.165947,325,1,16,3699.2642806831873,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,296567.5809931159,NA
270410759.969239,325,1,2,2828.785406691695,STIMEND,NA,NA,NA ,NA,M,2,17.png,F,329437.38428509235,NA
270444804.43806,325,1,7,4004.494183172371,STIMEND,270441110.495145,26306.05708503723,50 ,R,M,2,22.png,M,363481.8531060815,389787.9101911187
270483230.911675,325,1,5,8363.300321570085,STIMEND,NA,NA,NA ,NA,M,2,20.png,M,401908.3267210722,NA
270518759.489579,325,1,6,5483.699477008611,STIMEND,270511062.919771,22303.430191993713,55 ,L,M,2,21.png,M,437436.9046251178,459740.3348171115
270555437.723843,325,1,9,6650.857666629391,STIMEND,270554138.975675,28701.25183200836,50 ,R,M,2,24.png,M,474115.1388890743,502816.3907210827
270589747.157967,325,1,1,4268.659439014334,STIMEND,270580495.804294,20748.646327018738,55 ,L,M,2,16.png,F,508424.57301306725,529173.219340086
270623476.393468,325,1,0,3695.498113491806,STIMEND,270618125.247805,24648.854336977005,55 ,L,M,2,15.png,F,542153.8085141182,566802.6628510952
270656969.688218,325,1,4,3470.141205197846,STIMEND,270656492.381759,29522.693540990353,50 ,R,M,2,19.png,F,575647.1032640934,605169.7968050838
270757930.169132,325,2,15,13917.254386053704,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,13917.25438606739,NA
270792024.085913,325,2,3,4044.366662316189,STIMEND,270789709.790553,27685.704639971256,55 ,L,M,2,33.png,F,48011.171167075634,75696.87580704689
270826390.794027,325,2,11,4326.955202580477,STIMEND,270809254.283231,12863.48920404911,55 ,L,M,2,41.png,C,82377.879281044,95241.36848509312
270861339.103399,325,2,8,4905.26097303614,STIMEND,270853786.761666,22447.65826702118,55 ,L,M,2,38.png,M,117326.18865305185,139773.84692007303
270896557.747823,325,2,12,5202.921765472302,STIMEND,270893571.199382,27013.451559007168,55 ,L,M,2,42.png,C,152544.8330770731,179558.28463608027
270931693.068208,325,2,10,5095.173712581914,STIMEND,NA,NA,NA ,NA,M,2,40.png,C,187680.15346205235,NA
270969395.460237,325,2,13,7671.348027468977,STIMEND,NA,NA,NA ,NA,M,2,43.png,C,225382.54549109936,NA
271006794.481443,325,2,14,7372.019177030984,STIMEND,271003023.831241,26229.3497980237,55 ,L,M,2,44.png,C,262781.56669706106,289010.91649508476
271040526.200411,325,2,16,3699.2642806831873,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,296513.28566509485,NA
271073380.637944,325,2,2,2828.785406691695,STIMEND,271066367.944853,22987.306909024715,55 ,L,M,2,32.png,F,329367.7231980562,352355.03010708094
271107418.108281,325,2,7,4004.494183172371,STIMEND,NA,NA,NA ,NA,M,2,37.png,M,363405.1935350895,NA
271145823.714336,325,2,5,8363.300321570085,STIMEND,271144308.06006,28484.34572404623,55 ,L,M,2,35.png,M,401810.7995900512,430295.1453140974
271181340.423365,325,2,6,5483.699477008611,STIMEND,271173952.64684,22612.2234749794,55 ,L,M,2,36.png,M,437327.50861907005,459939.73209404945
271218015.413753,325,2,9,6650.857666629391,STIMEND,271207027.956205,19012.542452037334,55 ,L,M,2,39.png,M,474002.4990070462,493015.04145908356
271252323.961241,325,2,1,4268.659439014334,STIMEND,271241851.348457,19527.387215971947,50 ,R,M,2,31.png,F,508311.04649508,527838.4337110519
271286053.832035,325,2,0,3695.498113491806,STIMEND,271285499.548359,29445.71632397175,55 ,L,M,2,30.png,F,542040.9172890782,571486.63361305
271319557.591636,325,2,4,3470.141205197846,STIMEND,271315305.518889,25747.92725300789,55 ,L,M,2,34.png,F,575544.6768900752,601292.6041430831
268765776.257699,325,3,15,13917.254386053704,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,13917.25438606739,NA
268799874.969691,325,3,3,4044.366662316189,STIMEND,NA,NA,NA ,NA,M,2,48.png,F,48015.96637803316,NA
268834245.366941,325,3,11,4326.955202580477,STIMEND,NA,NA,NA ,NA,M,2,56.png,C,82386.36362802982,NA
268869190.343385,325,3,8,4905.26097303614,STIMEND,NA,NA,NA ,NA,M,2,53.png,M,117331.34007203579,NA
268904420.590084,325,3,12,5202.921765472302,STIMEND,NA,NA,NA ,NA,M,2,57.png,C,152561.58677107096,NA
268939571.201047,325,3,10,5095.173712581914,STIMEND,NA,NA,NA ,NA,M,2,55.png,C,187712.1977340579,NA
268977277.31578,325,3,13,7671.348027468977,STIMEND,NA,NA,NA ,NA,M,2,58.png,C,225418.31246703863,NA
269014691.711067,325,3,14,7372.019177030984,STIMEND,NA,NA,NA ,NA,M,2,59.png,C,262832.7077540755,NA
269048432.505843,325,3,16,3699.2642806831873,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,296573.50253003836,NA
269081312.870252,325,3,2,2828.785406691695,STIMEND,NA,NA,NA ,NA,M,2,47.png,F,329453.86693906784,NA
269115369.380503,325,3,7,4004.494183172371,STIMEND,269112428.330944,27058.950441002846,55 ,L,M,2,52.png,M,363510.37719005346,390569.3276310563
269153767.240704,325,3,5,8363.300321570085,STIMEND,NA,NA,NA ,NA,M,2,50.png,M,401908.23739105463,NA
269189283.710042,325,3,6,5483.699477008611,STIMEND,NA,NA,NA ,NA,M,2,51.png,M,437424.70672905445,NA
269225966.390799,325,3,9,6650.857666629391,STIMEND,269225951.392899,29985.002099990845,55 ,L,M,2,54.png,M,474107.3874860406,504092.38958603144
269260261.904246,325,3,1,4268.659439014334,STIMEND,NA,NA,NA ,NA,M,2,46.png,F,508402.90093302727,NA
269294005.532039,325,3,0,3695.498113491806,STIMEND,269289164.873144,25159.341104984283,55 ,L,M,2,45.png,F,542146.5287260413,567305.8698310256
269327503.453328,325,3,4,3470.141205197846,STIMEND,NA,NA,NA ,NA,M,2,49.png,F,575644.450015068,NA
378212625.268682,327,0,15,16592.741005455486,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,16592.74100548029,NA
378247629.486038,327,0,13,4962.4276449319705,STIMEND,378243557.190644,25927.70460599661,50 ,R,M,2,13.png,C,51596.95836150646,77524.66296750307
378281929.930633,327,0,9,4242.251151537594,STIMEND,NA,NA,NA ,NA,M,2,9.png,M,85897.40295648575,NA
378318332.657905,327,0,3,6355.146094842627,STIMEND,NA,NA,NA ,NA,M,2,3.png,F,122300.13022845984,NA
378354611.776582,327,0,10,6232.426547555266,STIMEND,NA,NA,NA ,NA,M,2,10.png,C,158579.2489054799,NA
378390089.405342,327,0,8,5434.554673001322,STIMEND,NA,NA,NA ,NA,M,2,8.png,M,194056.8776654601,NA
378424464.365532,327,0,12,4323.4369756148735,STIMEND,378414278.699771,19814.334239006042,55 ,L,M,2,12.png,C,228431.83785545826,248246.1720944643
378460880.426773,327,0,4,6372.302440787946,STIMEND,378459434.184609,28553.75783598423,55 ,L,M,2,4.png,F,264847.89909648895,293401.6569324732
378493886.295062,327,0,16,2959.1971810705545,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,297853.7673854828,NA
378530336.933797,327,0,2,6417.6270378048175,STIMEND,NA,NA,NA ,NA,M,2,2.png,F,334304.4061204791,NA
378562854.215192,327,0,7,2486.093713083715,STIMEND,NA,NA,NA ,NA,M,2,7.png,M,366821.6875154972,NA
378598866.258043,327,0,6,5949.063704496132,STIMEND,NA,NA,NA ,NA,M,2,6.png,M,402833.73036646843,NA
378632203.346364,327,0,14,3284.01990097766,STIMEND,NA,NA,NA ,NA,M,2,14.png,C,436170.81868749857,NA
378664707.813122,327,0,1,2467.7728561831354,STIMEND,378655532.353685,20824.540563046932,55 ,L,M,2,1.png,F,468675.28544545174,489499.82600849867
378701459.001594,327,0,5,6706.926972727163,STIMEND,NA,NA,NA ,NA,M,2,5.png,M,505426.4739174843,NA
378736250.340673,327,0,0,4757.9870320721275,STIMEND,378731681.908091,25431.56741797924,55 ,L,M,2,0.png,F,540217.8129965067,565649.3804144859
378771764.298562,327,0,11,5456.025067857613,STIMEND,378769163.990847,27399.692285001278,55 ,L,M,2,11.png,C,575731.7708854675,603131.4631704688
379726605.131236,327,1,15,16592.741005455486,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,16592.74100548029,NA
379761608.630349,327,1,13,4962.4276449319705,STIMEND,379753932.191615,22323.56126600504,55 ,L,M,2,28.png,C,51596.240118443966,73919.801384449
379795888.398747,327,1,9,4242.251151537594,STIMEND,NA,NA,NA ,NA,M,2,24.png,M,85876.00851649046,NA
379832290.016889,327,1,3,6355.146094842627,STIMEND,379830033.384859,27743.36797004938,55 ,L,M,2,18.png,F,122277.62665843964,150020.99462848902
379868586.109301,327,1,10,6232.426547555266,STIMEND,NA,NA,NA ,NA,M,2,25.png,C,158573.71907043457,NA
379904052.822649,327,1,8,5434.554673001322,STIMEND,NA,NA,NA ,NA,M,2,23.png,M,194040.4324184656,NA
379938417.506882,327,1,12,4323.4369756148735,STIMEND,379928029.21411,19611.707228004932,55 ,L,M,2,27.png,C,228405.11665147543,248016.82387948036
379974829.816003,327,1,4,6372.302440787946,STIMEND,NA,NA,NA ,NA,M,2,19.png,F,264817.4257724881,NA
380007853.971061,327,1,16,2959.1971810705545,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,297841.5808304548,NA
380044322.410523,327,1,2,6417.6270378048175,STIMEND,NA,NA,NA ,NA,M,2,17.png,F,334310.0202924609,NA
380076870.25485,327,1,7,2486.093713083715,STIMEND,NA,NA,NA ,NA,M,2,22.png,M,366857.8646194339,NA
380112863.860847,327,1,6,5949.063704496132,STIMEND,380097199.239699,14335.378852009773,55 ,L,M,2,21.png,M,402851.47061645985,417186.8494684696
380146196.061285,327,1,14,3284.01990097766,STIMEND,380143130.294443,26934.233157992363,50 ,R,M,2,29.png,C,436183.67105448246,463117.9042124748
380178712.326486,327,1,1,2467.7728561831354,STIMEND,NA,NA,NA ,NA,M,2,16.png,F,468699.936255455,NA
380215465.459681,327,1,5,6706.926972727163,STIMEND,NA,NA,NA ,NA,M,2,20.png,M,505453.069450438,NA
380250271.860508,327,1,0,4757.9870320721275,STIMEND,380246262.905076,25991.044568002224,55 ,L,M,2,15.png,F,540259.4702774882,566250.5148454905
380285794.275858,327,1,11,5456.025067857613,STIMEND,NA,NA,NA ,NA,M,2,26.png,C,575781.8856274486,NA
377502890.789007,327,2,15,16592.741005455486,STIMEND,NA,NA,NA ,NA,M,2,N/A,N/A,16592.74100548029,NA
377537898.130958,327,2,13,4962.4276449319705,STIMEND,NA,NA,NA ,NA,M,2,43.png,C,51600.0829564929,NA
377572210.243331,327,2,9,4242.251151537594,STIMEND,NA,NA,NA ,NA,M,2,39.png,M,85912.19532948732,NA
377608618.16781,327,2,3,6355.146094842627,STIMEND,NA,NA,NA ,NA,M,2,33.png,F,122320.11980849504,NA
377644910.352746,327,2,10,6232.426547555266,STIMEND,NA,NA,NA ,NA,M,2,40.png,C,158612.30474448204,NA
377680396.226184,327,2,8,5434.554673001322,STIMEND,377679898.989576,29502.763391971588,50 ,R,M,2,38.png,M,194098.17818248272,223600.9415744543
377714749.272324,327,2,12,4323.4369756148735,STIMEND,NA,NA,NA ,NA,M,2,42.png,C,228451.22432249784,NA
